X;Y
2,394;3,473
9,568;7,471
7,467;5,66
7,559;7,998
5,325;5,602
1,518;6,3
1,011;4,009
3,529;1,105
-0,377;2,642
8,915;4,729
-0,292;5,451
0,132;6,273
8,345;6,167
9,843;4,435
-1,224;5,855
6,861;4,448
-1,698;7,231
2,695;-0,523
6,161;4,087
8,693;7,352
4,232;1,787
5,456;-3,381
3,492;1,627
2,43;5,537
1,945;-1,339
1,102;5,149
1,447;-1,307
2,628;1,442
10,118;6,145
6,597;-1,226
2,403;3,579
8,561;8,265
2,44;5,482
-2,551;4,836
3,508;-2,963
1,381;6,326
5,651;5,655
1,381;0,043
3,951;-2,296
7,936;6,831
1,908;2,905
4,636;0,692
0,893;6,938
4,031;-0,749
0,814;2,27
8,467;7,922
5,197;5,824
0,542;6,969
1,939;0,931
7,895;4,281
0,711;4,621
5,85;1,125
9,281;6,247
1,018;4,929
10,423;4,779
4,366;-0,593
9,388;4,935
3,474;1,149
6,361;3,98
5,926;-0,56
2,257;3,399
6,242;7,532
3,939;-0,626
1,095;3,76
6,738;-1,338
-2,637;4,292
4,955;-0,44
8,464;3,613
3,536;0,795
7,969;7,644
-0,115;6,013
4,347;0,402
2,301;1,029
0,896;4,068
1,424;3,156
7,586;8,222
9,257;7,979
5,921;1,268
-1,248;2,364
5,341;0,86
1,389;5,921
9,55;4,574
5,556;5,022
3,324;-0,95
6,744;3,448
0,019;7,382
3,972;-0,898
0,794;5,645
3,599;-1,98
4,807;-0,374
6,288;4,339
6,68;4,794
1,815;5,283
-0,059;7,218
5,911;0,32
5,116;-1,012
-0,663;5,638
2,297;5,63
1,941;7,152
9,242;5,146
8,8;4,59
0,417;3,478
5,734;0,686
2,569;0,167
2,327;1,334
-0,428;6,865
0,252;6,294
7,504;4,232
6,578;0,457
4,988;-3,279
7,224;5,045
2,235;6,23
8,374;5,511
0,421;3,48
2,503;5,492
2,44;0,867
6,772;3,432
2,257;4,791
1,445;-0,9
1,851;3,651
5,741;6,323
8,934;6,95
2,494;-0,972
2,714;1,005
6,814;7,518
6,637;5,201
-0,136;4,482
5,025;1,241
2,221;3,721
1,692;0,464
-2,403;5,218
0,173;5,03
0,317;4,772
1,746;-0,8
10,699;6,651
6,823;4,424
9,421;5,388
-0,38;4,235
7,607;5,032
7,677;3,288
-1,262;6,121
-1,531;6,191
0,46;4,894
8,17;4,268
10,874;6,365
6,446;4,588
3,651;1,534
8,04;7,765
-0,581;3,056
1,6;-2,499
5,689;5,063
5,806;4,085
4,178;-3,712
3,774;-0,595
4,401;-3,619
7,289;8,891
-1,195;2,772
1,604;4,068
3,059;0,018
8,983;6,735
6,878;3,946
1,701;-0,979
8,748;3,488
5,12;0,841
5,348;1,391
7,704;5,287
6,78;7,787
-0,398;4,704
3,5;-0,563
2,094;6,858
10,086;5,295
7,452;8,037
-0,918;4,581
6,4;-0,69
0,379;6,675
0,515;4,045
3,6;0,399
1,993;5,622
6,028;7,839
-1,098;3,208
-0,225;6,476
1,31;-1,951
6,416;5,709
2,358;3,483
1,932;2,934
-0,786;6,028
8,734;4,195
6,015;0,07
2,386;4,366
0,59;4,336
5,711;0,576
1,604;-0,049
5,543;-0,493
-0,617;6,776
-1,558;5,818
2,798;4,283
-0,921;6,591
5,327;-2,556
5,071;0,471
7,835;6,541
7,815;4,531
5,093;1,207
9,416;6,266
-0,525;5,367
-1,214;4,658
2,831;4,281
5,676;-1,602
4,261;1,696
-0,657;4,655
6,298;0,021
0,616;2,291
1,635;4,035
4,119;-3,805
1,589;5,257
2,517;6,608
3,915;0,397
4,779;1,047
3,226;-1,217
3,661;1,744
4,805;0,271
9,288;3,493
5,783;7,059
3,306;-0,834
5,675;4,375
6,059;6,001
-0,496;2,929
6,944;5,395
8,47;4,486
6,463;7,531
7,602;7,187
2,51;4,712
3,017;1,031
1,012;5,25
4,162;1,066
7,808;6,695
1,704;5,62
2,61;-1,507
5,253;1,403
9,696;5,01
-1,534;5,049
2,788;1,511
-0,571;3,707
4,656;1,3
7,286;7,968
7,921;7,617
7,148;3,515
0,571;2,853
4,511;1,228
-1,887;5,225
0,568;6,309
4,318;-2,268
3,287;-2,98
1,498;6,499
2,477;5,226
5,215;-1,476
6,422;4,497
-0,416;2,719
6,797;4,408
2,042;-0,96
3,628;-3,513
-1,644;4,137
2,584;1,13
1,99;3,289
3,727;-1,661
-1,248;3,42
-1,514;7,266
7,628;4,979
5,961;4,476
1,847;-0,696
7,182;3,517
-2,744;4,292
7,914;4,244
5,73;5,099
-2,045;6,533
10,016;5,873
2,003;6,945
2,847;0,665
5,535;-2,724
4,448;1,293
6,123;0,773
0,099;2,487
0,809;6,273
1,506;5,743
1,207;5,788
5,875;7,309
6,218;6,207
6,873;5,83
9,549;8,073
1,797;4,945
3,469;0,482
1,54;2,98
-1,001;5,749
6,584;6,457
4,462;-0,17
2,784;5,143
-2,585;4,23
1,458;5,591
-1,486;4,339
4,676;1,639
4,485;-0,559
-0,029;6,423
5,635;1,387
0,714;6,493
1,912;-1,745
1,37;-2,364
8,903;6,832
-0,766;5,539
0,056;7,986
6,216;6,745
5,322;-1,883
-1,853;6,387
0,45;2,107
5,993;5,726
2,359;6,345
-2,621;5,35
0,65;2,815
6,253;6,927
6,176;0,14
2,31;1,238
6,194;-0,579
-0,459;5,43
5,461;5,882
0,967;7,059
3,658;-1,63
7,767;5,554
5,119;5,526
6,814;6,8
4,561;1,182
1,413;7,217
4,807;-2,581
4,134;-0,737
2,828;0,694
6,604;5,755
2,976;-2,545
3,106;1,401
5,981;6,169
2,353;6,615
7,95;8,917
1,107;-1,35
9,666;7,387
7,516;6,875
6,978;3,412
1,674;0,557
-0,585;4,799
6,062;7,149
6,831;3,846
4,61;-0,686
6,795;4,01
4,244;-0,415
2,641;-3,209
1,732;-1,205
0,343;2,073
2,259;3,99
0,677;5,839
3,503;-0,502
-1,757;6,987
3,189;0,782
3,708;1,469
7,278;5,322
8,548;5,203
2,915;0,641
8,458;7,565
0,898;3,422
6,085;5,713
3,015;-1,722
6,806;5,083
1,349;0,103
4,587;-2,797
4,13;0,894
-0,864;3,924
6,213;-0,735
1,599;2,719
3,795;-0,334
8,873;4,544
7,92;7,593
-1,417;4,882
2,096;-0,656
8,988;3,625
6,718;7,718
3,524;-1,844
1,57;4,35
0,494;6,103
4,694;0,061
2,591;-3,365
8,704;8,057
7,276;8,855
3,604;0,662
10,245;6,772
5,809;7,049
0,816;6,997
9,168;8,353
5,679;4,29
1,437;2,708
5,778;6,427
0,591;7,19
2,073;5,246
-1,307;5,257
7,93;6,725
7,393;8,368
6,602;4,382
8,407;7,778
6,658;5,223
3,997;-2,07
5,515;5,578
1,082;2,672
5,253;-2,056
1,728;-0,057
0,833;4,067
-1,362;6,869
4,273;-2,946
1,073;3,893
1,808;4,862
2,391;-0,176
4,492;-3,182
2,128;4,979
1,321;7,458
2,154;6,001
10,305;5,333
7,065;7,609
-1,645;5,54
0,124;3,159
-0,837;3,421
2,548;5,384
5,732;-1,518
0,988;7,258
1,09;4,547
7,72;6,731
0,909;5,054
-1,007;3,196
0,656;2,358
3,19;-3,871
1,55;5,286
-0,956;5,827
6,313;0,696
1,315;3,352
9,868;7,524
6,682;7,228
6,107;5,185
8,076;8,401
5,184;1,61
1,433;4,205
3,746;-2,25
1,186;5,642
2,692;0,425
3,237;-1,263
2,674;4,335
3,892;-0,955
-1,45;4,827
-1,584;6,576
9,118;4,378
4,718;1,479
-1,571;5,116
7,792;7,779
8,14;8,273
2,905;-0,964
1,537;6,717
9,584;7,18
2,842;0,978
5,871;4,583
2,062;4,611
5,849;-3,329
-0,832;6,362
4,051;0,914
6,695;5,931
8,807;8,163
6,063;4,583
4,983;-0,595
-2,781;5,868
5,043;-3,084
1,85;3,792
5,532;4,982
1,262;4,141
-0,294;3,686
1,707;-1,251
1,664;2,931
5,455;-0,682
7,518;6,342
-0,876;4,608
0,174;4,394
-1,75;7,096
5,178;-2,16
0,933;2,547
2,878;1,715
0,273;6,9
9,417;4,358
4,795;1,34
2,581;0,631
-0,159;5,888
6,641;5,602
8,006;7,367
5,478;1,309
0,08;7,671
9,712;5,819
6,268;3,99
4,501;1,804
-0,475;5,135
6,554;4,196
6,245;0,777
5,463;5,362
-0,15;3,504
7,222;4,617
1,781;6,132
5,99;6,496
5,824;-0,961
5,911;0,526
8,433;8,807
-1,177;5,085
6,405;5,005
6,72;-1,747
4,201;-0,583
2,462;0,963
-1,717;5,063
2,512;5,807
2,282;4,131
5,521;6,291
2,136;6,66
2,788;1,536
6,986;5,43
3,24;-0,134
0,865;7,184
3,018;-0,356
-2,644;5,727
1,741;6,982
5,751;0,267
-0,016;5,723
-1,344;3,395
9,243;8,049
7,544;7,774
-0,534;4,706
2,777;0,626
1,173;-0,763
-0,642;5,314
0,646;5,684
9,774;5,726
2,042;5,004
2,358;3,517
-2,006;7,072
0,178;3,495
-1,074;3,04
7,228;6,155
2,732;4,299
0,961;3,03
1,725;-0,772
-0,431;6,921
2,29;6,089
4,054;1,436
-2,171;3,982
4,815;1,811
2,728;-0,533
9,347;5,583
4,495;0,357
9,381;8,494
0,865;7,491
3,799;-2,938
9,376;7,985
2,229;5,8
1,8;-0,29
-0,926;3,099
0,836;5,797
5,432;-0,001
-0,806;7,673
3,671;1,431
5,565;5,418
2,062;3,204
0,462;7,424
1,555;2,534
2,055;5,272
0,051;7,082
8,6;3,373
0,497;6,628
5,481;1,495
2,888;4,771
-0,19;4,088
7,493;6,899
-1,876;6,015
4,646;-1,282
6,697;-1,657
6,628;4,814
1,568;5,026
-0,207;6,114
6,365;-2,638
6,824;-0,586
1,294;4,937
1,291;2,712
6,586;6,492
2,138;-0,884
1,732;7,272
5,566;6,756
5,954;6,178
0,836;7,549
6,74;6,751
6,436;0,718
6,703;6,833
6,165;4,655
-2,124;6,757
1,602;4,179
1,128;6,651
1,932;4,08
8,57;3,551
8,362;5,414
5,137;-0,341
7,489;6,204
1,975;6,463
9,13;3,734
1,62;-1,085
5,399;-1,691
5,596;-3,366
3,185;-0,739
8,722;5,544
7,873;7,842
4,481;1,585
8,778;4,222
7,829;8,495
6,778;8,308
8,037;3,231
7,328;4,986
4,477;0,64
-1,174;7,193
2,493;-2,983
8,587;8,495
-1,992;4,468
6,816;7,179
8,415;3,632
4,438;-1,832
0,683;5,982
2,532;3,745
10,953;5,641
0,37;5,845
-1,153;5,038
5,327;6,939
6,127;0,862
1,011;6,633
8,786;5,865
-0,038;6,041
6,208;-1,109
6,157;-1,57
9,761;5,117
5,294;-2,04
-0,563;7,431
8,096;5,491
5,804;0,193
9,021;7,068
3,256;-1,311
3,197;-2,099
1,325;6,152
9,484;4,618
1,072;5,395
4,137;1,714
5,632;-2,754
-2,3;5,829
1,345;5,033
7,366;5,137
0,862;3,101
2,42;4,823
5,141;5,484
5,403;1,577
1,446;2,627
2,546;1,571
-2,179;5,534
6,659;4,35
5,954;-1,297
5,846;6,849
4,711;1,454
5,749;-1,628
6,943;4,163
1,061;3,6
3,482;1,334
10,278;5,961
10,315;7,224
3,791;0,953
8,251;4,989
2,357;4,666
0,282;2,404
5,729;-1,794
0,196;7,77
-1,398;4,419
8,958;8,44
6,933;7,24
2,623;0,777
6,041;7,46
1,649;5,121
6,605;5,844
-1,178;5,611
-0,709;2,465
4,66;1,059
5,155;5,117
-1,744;3,902
3,413;1,159
10,22;7,909
-0,255;2,675
7,423;6,733
5,107;1,362
-1,688;4,89
2,054;5,085
8,257;8,694
8,701;5,48
-0,77;5,819
4,251;-0,004
9,255;5,087
1,236;4,848
6,967;3,6
4,255;1,809
6,067;4,431
6,082;-2,903
-0,676;3,786
7,492;6,833
5,101;0,476
7,81;7,641
2,962;-0,475
1,099;6,181
-1,906;4,889
5,879;-1,97
0,076;4,789
-2,232;6,361
7,957;7,576
2,482;-0,992
7,921;7,353
-0,599;3,852
7,463;6,975
4,995;0,554
0,773;6,56
5,314;-1,154
2,406;3,512
3,333;-1,08
6,253;5,879
3,705;1,237
4,378;-0,44
2,093;3,669
2,89;-0,332
1,153;2,484
5,951;0,405
6,052;-0,032
0,817;3,917
10,48;5,154
1,202;6,789
0,093;5,22
-1,104;2,895
4,647;0,953
-1,054;5,71
8,459;3,502
8,692;6,802
-2,213;3,277
4,741;1,292
5,164;0,059
-1,742;4,89
7,528;3,728
-0,932;6,308
0,392;2,445
3,905;0,527
0,035;6,227
9,409;6,556
4,773;-0,557
0,551;4,035
8,811;7,065
3,301;-1,384
6,557;4,547
5,021;6,193
-0,671;2,338
1,353;5,829
-1,183;3,128
8,132;6,104
-0,427;3,185
1,567;3,07
1,641;6,776
7,256;3,487
1,77;5,648
1,443;2,853
0,837;4,88
7,965;3,224
0,006;2,753
6,511;5,343
10,188;6,715
0,344;7,822
-2,32;3,973
9,786;3,922
5,714;4,335
0,214;2,465
2,764;5,963
4,021;-1,612
8,629;8,529
4,198;0,921
7,333;5,196
6,751;4,532
-1,925;5,547
4,156;-0,599
1,571;4,13
4,993;-0,462
5,729;5,276
6,718;4,421
-0,355;5,166
1,223;4,75
-2,128;3,952
3,33;1,545
3,819;0,193
4,938;0,268
9,825;4,377
9,041;7,468
-0,645;2,847
-1,371;5,359
5,459;0,099
-1,827;5,998
-1,29;6,984
4,369;0,149
6,049;4,157
2,544;5,223
3,768;1,954
0,011;4,863
2,953;-2,115
-0,825;5,078
8,787;5,95
9,762;7,983
0,093;7,606
3,261;1,047
7,13;5,096
6,956;-0,578
-0,704;7,665
5,068;5,981
1,141;7,549
2,72;-1,222
4,834;0,491
3,507;1,301
6,452;3,504
6,733;5,665
4,82;-0,259
1,889;3,929
4,662;-2,977
1,44;2,48
-1,486;6,837
5,127;-1,198
7,541;7,935
3,812;-0,427
1,506;-1,877
7,016;5,835
3,692;-2,833
10,714;5,304
-2,308;3,673
8,176;6,264
-1,881;6,008
5,328;0,549
7,443;8,414
1,288;5,71
1,533;5,99
3,48;1,703
8,489;5,374
3,536;0,158
4,267;-2,249
5,786;4,333
2,852;4,297
2,474;-0,938
4,638;0,062
1,277;5,31
4,848;-2,081
8,901;8,76
1,39;-2,005
4,391;-0,748
9,977;7,235
7,353;7,018
5,77;0,66
8,392;7,225
8,338;7,101
10,891;5,563
10,268;5,593
-2,701;5,639
9,192;7,404
8,505;4,81
1,078;7,687
0,193;2,92
0,158;5,845
7,438;6,17
7,372;6,411
8,064;7,171
3,929;-0,147
2,223;4,637
0,083;2,871
5,912;-1,32
2,181;6,196
8,67;5,087
1,476;6,818
8,241;4,408
2,147;0,036
1,887;6,894
3,716;1,376
2,65;4,91
8,12;5,501
9,039;5,423
8,552;5,948
2,797;4,2
4,356;1,271
3,036;-1,134
5,195;5,913
2,517;-1,141
3,507;0,902
2,518;6,132
8,979;5,385
5,424;1,481
5,999;6,841
1,203;4,54
-1,06;7,512
-1,189;3,18
-2,425;5,17
6,818;7,39
1,005;5,403
5,355;-2,549
7,093;6,117
4,94;-3,191
-1,092;6,271
5,182;-1,288
2,119;-3,291
6,249;7,267
8,406;6,634
3,799;0,137
1,506;4,494
8,849;5,033
0,841;2,455
6,539;7,766
-2,337;6,143
8,764;6,161
8,865;7,192
5,399;4,559
2,176;5,1
1,224;5,802
3,527;1,209
-0,448;4,248
0,815;5,651
2,116;0,183
-0,517;5,764
-1,964;2,935
1,551;-0,072
0,881;7,384
-0,398;7,527
0,81;2,543
-1,977;5,043
7,001;6,64
-2,794;4,769
2,04;6,614
7,018;8,237
9,116;8,705
0,342;7,037
4,159;0,009
8,955;5,001
8,997;3,335
5,941;0,525
4,276;-3,165
0,024;7,766
9,141;7,509
2,454;-2,812
1,995;6,426
4,18;0,757
6,116;5,096
3,12;-0,894
4,932;-2,937
4,291;1,542
8,245;6,792
4,019;0,502
1,659;2,524
5,6;4,928
8,747;8,434
3,653;1,79
6,115;-0,443
5,345;-0,785
3,778;0,428
6,548;6,886
1,885;-2,73
0,504;5,393
5,048;6,094
0,133;5,707
5,731;-2,21
10,024;6,416
3,539;-1,416
2,46;3,525
1,118;4,097
2,924;0,907
4,312;1,873
5,511;7,332
1,047;2,674
2,828;4,516
7,451;7,203
4,576;1,287
6,551;6,917
0,855;5,541
2,935;-0,579
1,392;3,345
-0,022;2,104
9,029;4,28
3,864;-2,121
3,408;0,961
1,881;5,994
1,875;5,271
5,963;6,194
-0,085;3,159
3,755;-0,857
4,622;-2,951
7,226;7,868
1,158;5,979
3,826;-1,123
1,248;-1,715
8,641;7,809
5,814;1,299
6,325;-1,452
6,372;-2,577
5,156;0,905
1,468;6,828
-0,223;4,662
2,597;5,756
6,883;-1,111
3,213;1,588
6,585;4,942
2,044;0,971
8,468;5,944
5,88;-0,995
7,269;3,666
5,168;1,42
3,851;1,684
1,574;5,992
5,701;5,254
2,139;6,176
1,349;7,624
1,767;3,832
5,94;-1,567
0,694;6,963
-1,5;3,97
3,967;1,933
-0,905;3,555
6,435;5,602
4,735;-2,553
6,683;4,318
4,385;0,259
0,968;3,862
4,206;-0,763
2,116;4,169
-0,074;5,451
8,272;6,779
5,142;6,03
-1,705;4,827
3,618;-1,538
10,617;7,387
3,91;1,572
2,545;5,302
9,646;6,998
0,481;2,574
5,252;0,75
0,799;4,827
0,628;2,368
5,748;6,003
-2,086;5,181
-0,098;4,719
8,148;4,601
-0,743;5,61
6,281;-0,746
0,456;5,004
-1,798;4,361
-1,226;7,56
7,48;6,531
6,976;6,09
0,199;6,642
-1,327;4,714
2,57;5,68
-2,125;5,828
0,813;2,795
5,619;0,423
1,503;0,522
5,389;5,21
-1,357;5,982
2,531;5,803
5,008;-3,245
6,67;6,369
6,981;6,756
3,187;1,638
5,262;1,596
6,841;8,036
-0,695;5,553
5,572;-2,069
8,858;7,128
6,252;3,993
1,882;7,244
9,261;5,136
9,517;4,029
2,31;0,867
3,04;-1,3
3,808;1,557
2,73;1,382
-1,742;6,878
7,334;4,774
5,685;-0,837
0,957;6,342
1,064;6,359
3,043;-1,243
1,781;4,75
5,822;7,965
1,201;4,028
2,152;0,742
5,758;0,603
7,873;3,172
6,64;4,775
0,885;6,11
4,409;1,331
-2,456;6,19
9,954;6,579
-0,885;3,952
1,412;0,356
1,496;-1,868
2,222;6,667
5,952;5,592
2,561;5,818
0,958;6,883
6,331;-1,219
8,36;8,516
1,429;5,561
5,463;7,367
5,211;0,785
10,435;7,653
1,803;-2,122
5,272;-1,409
4,833;-2,538
-0,007;4,318
-0,87;3,966
2,4;6,249
2,706;5,816
0,404;4,935
1,394;-0,166
0,072;5,978
6,159;7,338
2,729;-0,348
-0,714;4,818
-2,387;5,166
8,227;6,45
6,742;6,939
2,544;4,061
5,314;0,049
5,726;-0,417
7,037;3,241
7,681;6,29
4,608;1,351
2,368;3,437
-1,502;4,743
-0,176;4,297
2,359;5,805
6,235;4,226
4,447;-0,013
7,755;5,155
7,835;3,202
9,18;5,443
1,466;3,579
5,702;7,232
1,761;4,309
3,484;1,928
1,515;5,641
8,404;7,796
0,195;4,299
3,711;1,864
7,599;8,194
1,15;-1,023
0,672;2,124
3,884;-0,713
-0,378;5,74
9,538;5,517
8,585;7,315
4,652;1,54
5,617;6,238
7,227;4,67
7,818;4,718
8,698;4,874
-0,748;3,168
7,757;7,257
4,118;-1,232
2,801;4,793
0,467;6,68
0,525;3,015
0,792;3,204
7,892;3,952
0,593;6,965
3,562;1,204
8,113;3,946
0,795;3,029
6,701;-1,08
-1,731;2,932
1,659;-2,666
4,3;0,042
9,898;5,827
6,133;7,705
5,274;1,14
5,507;-0,998
-0,755;6,431
8,019;3,452
6,744;3,781
-1,057;6,277
6,071;7,552
2,533;5,446
2,876;0,228
3,939;0,174
4,247;-3,439
8,827;6,699
8,447;6,905
4,406;0,5
0,018;3,038
3,818;1,512
5,837;6,487
9,861;8,25
0,85;3,786
2,393;3,424
0,411;4,384
5,387;-0,165
-0,696;5,3
4,081;-1,976
5,585;-2,82
1,49;3,943
5,535;1,262
-0,985;3,811
0,471;3,104
0,645;2,634
4,761;-0,677
2,432;-0,794
6,212;0,72
-1,407;2,928
8,147;4,257
8,489;5,82
4,045;1,426
3,246;0,838
7,389;4,249
2,141;4,71
6,609;-1,955
2,772;5,029
-1,891;4,212
5,146;1,578
6,066;8,273
8,508;7,805
5,48;0,183
0,274;4,697
4,883;-1,793
6,372;8,378
10,075;7,778
9,744;5,283
8,396;5,076
1,688;6,424
3,007;-1,28
4,357;-0,288
5,19;6,885
2,014;5,544
8,736;5,868
5,322;0,066
7,111;7,108
3,741;0,016
8,435;3,271
-2,483;6,201
3,172;1,688
5,271;7,118
1,426;4,941
6,816;3,66
2,527;1
3,393;1,117
-1,174;3,527
6,961;-1,292
7,37;6,206
6,401;0,58
0,464;6,711
5,879;6,484
5,225;1,495
3,961;-2,45
1,312;6,675
2,244;6,612
9,678;5,439
1,349;3,63
5,826;6,363
1,419;4,57
-2,097;6,966
0,465;4,394
2,329;3,453
2,38;5,772
9,335;3,426
2,31;-1,486
9,317;4,681
8,929;4,492
5,521;-1,125
-0,678;5,359
8,767;3,24
10,3;4,766
2,099;4,277
2,463;4,022
6,28;3,883
5,577;6,592
-2,311;5,371
8,42;3,776
4,739;0,063
1,913;3,415
5,865;7,135
7,447;5,067
7,301;3,499
6,406;-0,252
7,186;5,805
8,455;6,591
0,918;2,25
9,54;7,795
6,522;7,367
7,954;8,806
6,668;4,699
1,602;4,932
4,472;-2,107
4,257;-1,392
2,837;5,74
2,443;5,749
4,84;1,838
8,113;4,117
-0,985;2,513
0,638;5,279
1,678;4,711
0,658;3,358
4,474;-2,833
0,105;7,277
6,647;8,466
8,816;7,82
5,594;4,391
7,868;5,136
-0,11;3,733
10,428;6,399
-0,655;7,595
2,958;-3,553
7,695;3,772
7,17;7,021
6,64;7,238
8,161;4,073
-0,09;2,644
-1,087;4,142
8,586;3,088
4,608;-2,423
10,441;6,445
2,317;3,403
-2,597;5,622
3,538;1,86
2,553;5,625
6,099;0,849
5,893;-1,056
6,549;-1,341
2,598;5,542
4,543;-0,078
5,66;4,26
-0,716;6,923
6,531;4,097
1,281;5,71
1,832;-2,398
8,943;8,158
5,597;0,775
3,952;-3,974
7,991;7,248
-0,627;2,141
4,991;0,74
2,216;0,669
8,264;4,529
5,68;4,411
4,2;-1,045
-1,359;3,142
3,247;0,104
2,821;0,271
4,888;1,753
1,744;0,06
7,426;5,487
2,589;-2,262
8,368;5,68
3,7;-0,818
7,116;4,906
1,212;-0,964
1,884;0,195
4,621;-1,438
3,429;-1,516
6,026;5,009
7,847;5,905
4,44;1,366
5,553;-1,852
6,224;-1,441
9,324;5,356
1,443;2,479
0,38;3,727
5,491;6,863
8,491;6,241
5,931;7,32
6,941;7,92
-1,03;2,326
9,092;7,391
0,183;7,446
7,008;3,847
-0,937;6,55
1,608;5,597
5,954;-1,558
1,336;4,57
7,06;5,364
-2,286;6,542
2,252;1,297
-1,243;3,152
8,668;4,802
3,537;0,868
-1,501;4,428
2,599;-0,799
5,546;7,314
0,512;6,451
6,229;6,699
6,719;0,019
6,507;-0,503
2,314;5,508
6,419;4,01
2,402;0,895
6,157;1,018
-0,148;5,107
6,593;-0,927
5,068;6,046
1,732;3,784
8,596;5,384
7,408;5,497
-1,596;7,033
7,489;5,198
7,701;3,747
4,388;-1,37
3,237;0,996
2,869;-3,591
7,676;8,71
0,774;3,834
-1,596;4,319
8,496;7,308
3,893;0,461
0,889;3,426
5,368;0,252
5,131;1,217
4,195;-0,631
-0,146;5,444
6,499;-1,405
1,76;-0,493
10,202;7,736
-0,174;4,567
3,607;0,608
4,436;1,082
-0,161;5,082
-0,782;2,876
2,049;5,86
2,158;4,178
3,042;0,198
6,722;4,005
5,974;5,119
6,806;5,438
6,582;-1,782
3,237;-1,5
-0,012;2,392
10,694;6,954
3,825;1,569
7,9;7,159
5,694;4,718
2,507;1,442
0,045;2,983
5,046;-0,774
1,95;7,077
7,36;4,695
5,909;4,517
1,869;5,242
7,653;5,06
7,629;4,537
6,684;4,443
7,891;6,445
0,392;4,332
5,831;0,72
5,565;-1,871
2,174;-3,282
10,467;4,989
0,735;6,687
5,405;4,976
-2,972;5,152
2,514;4,268
6,258;4,55
8,755;4,438
9,085;4,76
6,204;3,962
-0,493;4,794
0,351;2,421
1,341;2,627
2,615;3,636
9,363;4,454
5,674;-0,048
10,862;6,631
0,52;3,668
3,665;-0,743
7,772;5,89
-0,269;3,014
6,345;8,015
2,749;0,321
2,242;4,54
5,951;-2,944
1,91;5,268
6,531;0,443
1,631;3,17
0,574;3,468
-1,966;4,818
5,014;-1,328
8,163;5,234
1,003;4,273
7,725;7,937
3,051;0,823
1,077;4,17
7,487;7,363
0,199;6,546
-1,028;6,96
8,166;6,37
-0,949;7,177
4,076;-0,35
2,464;3,7
0,144;5,354
0,557;6,564
2,412;3,871
9,338;7,982
6,184;8,01
3,05;-0,086
-1,188;4,803
4,918;-3,256
3,862;-1,519
4,623;1,581
6,259;-2,579
-1,445;7,591
2,339;5,292
0,666;4,874
1,146;5,251
8,256;6,759
4,436;0,814
0,032;3,459
-2,01;3,137
5,838;6,89
2,448;4,533
7,652;7,302
6,869;-0,193
1,091;5,92
2,894;-1,072
7,491;8,817
-1,668;4,67
6,83;3,946
6,68;4,237
5,437;-1,082
5,69;-1,548
3,302;-3,219
5,47;-0,612
6,8;0,044
5,385;0,672
8,388;3,839
6,842;-0,936
0,34;3,696
6,021;-0,69
3,469;0,685
2,124;4,241
1,613;2,696
-1,137;6,569
6,554;-0,318
6,265;6,316
5,623;0,523
3,229;1,022
4,046;-1,038
3,678;-2,825
-0,616;4,583
6,294;5,917
4,722;1,746
1,626;4,781
2,189;1,131
6,6;8,434
1,444;7,474
5,294;-0,822
0,219;2,536
0,036;5,213
7,345;6,704
2,767;1,002
1,156;7,162
2,189;-1,452
1,667;2,82
2,046;4,643
3,445;-1,726
-0,431;2,511
7,278;4,365
5,863;7,738
2,234;3,839
2,951;1,524
6,249;8,244
3,997;-3,949
6,478;5,668
1,009;6,473
4,919;1,772
1,155;-0,82
6,582;3,899
6,148;-2,054
9,7;4,358
5,042;0,589
3,59;-2,334
3,343;1,268
1,901;7,204
8,449;8,834
1,18;7,068
1,798;3,201
5,992;-0,508
10,015;5,511
5,406;-1,366
3,881;-0,79
1,474;7,261
4,778;0,724
2,15;-0,023
7,423;4,008
7,623;7,382
-0,012;2,563
5,284;-2,285
0,698;5,493
5,853;0,369
6,935;5,797
-1,628;5,209
8,988;3,356
3,88;1,144
1,452;4,178
1,264;2,932
8,382;3,784
1,903;-0,296
7,935;6,077
7,601;7,134
9,574;6,32
1,663;4,678
2,13;6,857
8,296;6,632
2,266;1,07
1,826;5,44
1,758;4,301
5,957;5,073
-0,58;3,161
8,369;7,24
7,162;5,146
4,684;0,437
5,237;5,186
-2,533;5,18
1,384;-1,619
8,447;3,14
1,857;6,179
-0,278;2,269
0,14;6,029
3,396;-1,56
6,61;5,509
2,173;0,236
2,717;-2,36
2,76;4,213
0,572;6,455
10,05;6,094
-0,917;4,575
1,402;0,303
-1,12;3,575
6,385;5,041
6,654;8,102
5,255;6,391
1,344;2,348
8,958;7,055
6,063;1,086
5,637;7,677
8,367;4,889
1,621;4,639
5,568;0,555
8,956;4,782
4,302;-3,473
1,429;6,895
1,065;-1,349
9,832;4,078
4,09;1,072
5,248;1,174
5,897;4,82
3,575;1,934
6,479;0,039
-1,854;3,898
1,939;-0,494
0,882;2,28
0,906;4,405
8,304;3,886
1,821;-0,319
1,003;3,714
5,618;-2,469
-1,535;4,237
6,155;3,692
1,975;0,69
4,731;0,625
4,92;1,29
0,628;2,703
1,516;4,498
4,297;0,252
2,604;6,115
5,41;-1,285
5,508;7,588
2,352;4,658
4,7;1,453
4,35;-0,126
4,375;-2,752
-0,641;6,474
7,225;4,958
2,653;1,457
